Rating,Reviews
1,The Handmaid's Tale
1,handmaid's tale-really worth reading?
2,good
2,Ominous story of a future world
2,Haunting
2,Personal Freedoms
2,A great book. Anyone willing to be shocked should read it.
1,A confused feminist view of the future
1,a traumatizing experience
2,Changed my life
1,Learn Biblical Hebrew 2nd Edition by John Dobson - not useful for me
1,La Mer
2,Perfect for classroom collections!
1,Ruined my HD
1,Beware of who you order this through...
2,Good Product
1,A slasher with gusto
2,Remove yer brain... it's Laymon!
1,Very Contrived
2,Looking forward to CURSED
1,Was he really a member of the Eagles...
1,Not a DVD Audio
2,Great book on home architecture
2,Replacing a favorite
2,Just love this band
1,"Good quality, but..."
1,the sound was not great
2,Good value
2,Best yet
2,The real reason there are so many bad reviews here is. . .
1,Stone goes easy...
2,Surprisingly current
1,Awful....Terrible....Very poorly Acted
1,Not what you see
1,Mormon and Pychic based program
2,NICE LITTLE BOOK WITH SOME AMAZING RECIPES
2,Tortilla binge
1,not the best
1,Mind corrupting Religious Indoctrination
2,Sound advice for energictically healing yourself
1,Sound Health Sound Wealth
2,Colunbia Vest
1,Garbage
1,Not for me
1,BE CAREFUL!!
2,works but don't overfill
2,Great Radio Contacts
2,Great!
1,What is on this turtle's head?
2,A little known treasure....
1,the worst movie ever [.]
2,Superb technique
1,Motor was made in China!!!!
1,Defective Latch won't hold the motor to the bucket
2,Works great!! If only...
1,Motor jammed after 2 minutes
1,Motor loud and quit working
2,A Moving Tribute & A Must Read
2,Love this show
1,"Good Cast, Poor Writing, Defies Logic Then Tried to Get Political"
2,DOPE! Nothing more or less...
1,What everyone says is true!
1,Goes off for no reason
1,Yet another false alarm review
1,mad chirping
1,Thank Goodness I'm not alone in this!
2,"Tom Jones ""Love Is On The Radio"""
2,perfect and imperfect sagas
1,far too basic
2,My favorite all time jazz album.
1,quit working
1,worst fan ever
1,Bad business
1,DOA
2,Good power and not too quiet.
1,Cheap but not worth it.
2,Required reading
2,Fascinating look at 20th Century America
1,Not compatable with Mac
1,Software not compatible with Vista
2,label maker for cd's
1,By HAND ONLY
1,Prints way off the mark
1,"The book fails in its primary function, as a reference work."
2,A Good Reference
1,Item Pictured is not what is Shipped
2,Powerful message sneaks up on you
2,A sweet read
1,There Must Be More ...
1,No no no!
1,What was the Modern Library thinking?
1,Better Than Bounty Huntrees
2,This book is an excellent research resource.
2,Very good
2,OXO Steel Can Opener
1,Not quite up to OXO standards
1,About Year Rusted
1,"When it worked, it worked well, but..."
2,"Works great, and comfortable."
1,Terrible! Always leaves sharp edges.
2,Best can opener ever!
2,The best!
2,good but not special
1,Bad choice of setting
2,The High Shool book
2,Excellent portrait of a teenage girl
1,**SNORE**
1,Wish I could give it a negative star!!
1,A cheap novel with some insights
1,Boring!
1,Grinds to a halt
1,A disappointment
2,Really Great
1,Prep
1,"Long, painful and incredibly boring"
2,I give it 4 Stars for a HighSchool Dramady
1,"Another prodigy, just what we need."
2,Great Teaching
1,Horrible
2,Love this movie....
1,"Ok, but not worth the time"
1,Glad I read Triple Witch first
2,The Bowl of all Bowls
2,My waffle bowl
1,So disappointed with this bowl!
2,Great tool!
2,"Good information, but..."
2,Almost what I expected...
1,Why not provide sizing chart?
2,Great chair!
1,cute but does not last long
2,An excellent biography of one of Rome's greatest emperors
2,5-star SteeL
2,The only peeler you will ever need
1,BUYER BEWARE!
2,The bible of homebrewing
2,Get this book and start brewing!
1,"OK, but there are better"
2,Must have
1,Characters could not hold my interest
2,BUY IT!
2,Memorable drama for any baby boomer....
2,phenomenal performance natalie!
1,"THIS IS NOT PILATES, and it is a let-down."
1,Eminently Useless Collection of Arts & Crafts Wall & Wallpaper Designs
2,Mercy Rule is excellent
2,Anybody who does not like this CD has no taste in music
2,My granddaughter loves this book
2,Awesome Allstar Artists!!!
2,These cats can play
2,Some Real Jazz and Some Smooth Jazz
2,Full!
2,great assortment of clamp sizes
2,Graphic SF Reader
1,DON'T WASTE YOUR MONEY!! This phone is a piece of crap!
1,Susceptible to Humidity
1,Not for children
2,"Check ""Unknown Tongue"""
1,Black and white pictures??
2,Great spoon
2,serving spoon
2,Roomful Smokin' out of the Gate!
1,Film as iconography
2,From one musician to another...
2,Beautiful
2,A time in my life when we feared for our children's lives
2,A Marvelous CD
1,...quite boring...
2,Can't Keep That Girl Down
2,The Real Thing
2,"The ""How To"" Guide To Becoming A Millionaire"
1,More 'Think and Grow Rich' Foolishness
1,AWFUL vacuum. Don't bother.
1,Is this a vacuum or a small jet?
2,Little Green Machine
2,"lightweight, powerful vacuum."
2,Move over Dyson...
2,A whole new Luffy
2,Maddeningly incomplete
2,Must have for any classic rock collection
1,"Excellent music, horrible mastering"
2,a landmark album
1,any help?
1,review of the compilation
2,Excelent
1,I don't like it.
2,An essential box set
2,Nothing Left to Say!
2,Confucius says baseball is wrong - man with four balls cannot walk
2,great
1,Not realy my type
1,Good movie - poor technology
2,A multitude of reasons to watch this film
2,Forbidden Planet - Cannot review as not available in Europe
2,KRELL STEEL!!
1,A real disappointment
2,Forbidden Planet
2,Totally Awesome
2,Forbidden Planet Movie Review
2,Classic
2,Forbidden Planet
1,a rip off
1,Total Garbage!
1,Broke within two months
2,SUPERIOR HORROR REMAKE!!
1,Sorry but this version did nothing for me
1,Don't waste your money
1,This is a fake!
1,One Of The Worst Ghost Movies Of All Time
1,Don't waste your money
1,Dunno...
2,GET it and see.
2,Geen Vibrance-Awesome
2,"Wow, this has all the green stuff!!"
2,Best Green Powder You Can Buy
2,Green Vibrance
1,taste awful
2,Great
2,Very tasty and fun...
2,Gentle soul
2,Great!
1,Adolescent pop shlock
1,awful
2,"An admirable effort, but we've heard this all before"
2,"Got it on a whim, ended up loving it"
1,Bad DVD
2,Perfect Chill CD
1,Find Ways to Supplement Your Studies
1,Very Weak Study Guide
1,Read the Reviews
2,Senior / Eldery Easy Sitting Exercise DVD
1,Awful
1,To A Misled US Reviewer
1,Not the Edition Pictured
2,Quilt In A Day
1,"Horrible, Simply Horrible"
2,Kentucky series
2,smaller than I thought but very usable
1,Another horrible remake
2,I can see clearly
2,Best Shoes
1,horrible record!
2,The most informitive Hanson book!
2,"Hanson Biographies, novels written too soon"
2,Excellent!
2,sketches of AFI
2,Good solid Connector
2,Great Grip Spatula
1,Big Disappointment!!!
1,Good try but wait til they get more bugs out
1,If I could only play the game.......
2,Bought for my mom
2,Keep it plastic!
2,The Best in Mecha
2,Great Item
2,3/8 Flex Conduit
1,The Worst Bellow Book?
1,Not what I thought they were ...
2,The Scratchless Wrench
2,Great Shoe
2,Third pair....
1,Flimsy piece of junk
1,uplift teakettle
1,A whistling tea kettle which doesn't whistle.
2,careful!
1,Expensive / poor quality
1,Rusts inside!!!
1,Design Flaw
1,Not Recommended
1,"Poor quality, like everyone says"
1,Worst teakettle we've ever had
1,Tracy
1,I could not use
1,Mechanical Challenges
1,Very bad...
1,"Piece of Junk, Do Not Buy"
1,Better Option
1,Not very small adapter
1,disappointed that it doesn't fit power outlets in INDIA
1,Did not work in the UK
1,Does not work as advertised...or at all
2,Great Product
1,"Supposedly for computers, NOT"
1,travel plug adapter
1,Wrong sizing and inconsistent sizing
2,A Very Fine Camera and Lens System
2,Great camera
1,Timelapse recording
2,Superb energy of live hip hop performance
2,The Country-fied Album
2,DogRead Book of the Month
1,I wouldn't waste my money
2,LOVE THIS CD!
2,Awesome Job!
1,Would give no stars if it were an option
1,Amazingly bad
2,great album
2,A Small Point
2,"The clamps work, the price can't be beat"
1,"Grizzly, Not worth the savings."
1,Great Clamp - High Shipping
1,Not worth your time
1,0 STARS: HORRIBLE!!!
1,it SUCKS
1,Given as a post hospital gift
1,Poor Quality
1,Not good quality
1,Don't bother buying it!
1,glad I came here first!
1,Poor language & equally poor message
2,It is one of the greatest games for gameboy advance!
2,pretty good
2,WE LOVE DORA AND BOOTS!!!
1,Can't believe I bought this
2,Great for small jobs
2,A MOST PROMISING NEW TALENT
1,"Hated the Movie, Loved Adrian Paul"
1,Save your money
1,DVD looks videoy... Not theatrical version
2,Job Boss Compressor Review
2,Great clean-up tool
2,Worth it.
1,Quality problems
1,oxo needs to use the tools they sell.
1,Waste of Money!
2,Nostalgiatopia
1,Not what I was expecting.
2,After Boy in a man's world great follow up!
2,It works.
1,Came damaged but is also cheap
2,Cool idea!
2,Cheap but neat little tripod
2,Great purchase!
1,"Genocide, how does this benefit me?"
1,Unfortunate boring mediocrity
2,Accurate Translation of the Quran
1,truly awful transaltion!
1,horrible translation
2,Surprise
2,"Appealing to my sense of spirituality, fantasy, and science"
1,regalo could make a better bedrail
2,Hard to find classic !!
2,Great Racquetball Glove
2,Works well for whatever sifter needs you have
1,disappointed
1,"Way too slow, poor job regardless"
1,"Too Slow, falls apart"
1,Horrible Product
1,This new design just doesn't work
1,slow and tedious...
1,"Had high hopes, but this thing is slow"
1,Don't waste your time
1,Mr. Dibbell could use a life....
2,Whispered Promises
1,Audio is terrible
2,pretty good
1,What the...?
2,S Club 7 ROCK!
2,SClub7 CD
2,Exceptionally insightful presentation of phenomenology
2,Introduction to phenomenology
1,My worst book investment till now
2,"Victor, one of the finest brains ever"
1,Damaged book! Supposed to be perfect!
1,Tedious
2,Best Movie Mag Around
2,A Womans tale
2,forged note
1,Where's Florida
1,Yawn
2,It ALL becomes true!
2,This game RuLeZ!
1,hate it
1,"Maybe good for travel,"
2,excelent product
2,No surprises here
2,A celebration of Victorian values
1,Killjoy
1,errors are abundant
1,Not as Helpful as it could be
1,The Countess in Red
1,"Don't Count On It, Countess"
1,Rob
1,Lemon
1,Works well...BUT....
1,politically correct to the point of obsession
1,nice trainers........
2,"Kind of big, but nice"
1,"No sir, I don't like it."
2,Great Price
2,the future augurs good with these crystals
2,Don't miss this one
2,lost horizon
2,One of the best books I have ever read
2,Great book
1,Not Fun
2,Tanx
2,Changes your perspective...
2,Perfect size!
1,Not as good as it could have been
2,Much better than I expected
1,Caution: Sail only in pool or bathtub!
1,Not very fun
1,Very disappointing
1,Very good acting in a very bad cause...
1,Felt like a rehersal
1,Here now...
1,Rusted after first washing
1,Bad band
1,Not By Any Stretch of Imagination
2,Been to airports and back
1,Disappointing
2,"Enoch, walking with God, angels, fallen angels, watchers"
1,Cute but cute doesn't cut it in a busy kitchen
1,Too bulky; too weak
1,Bad Measures
2,"Annonited, and Inspiring Music"
2,We Got A Hit!
1,Not bad but better books on gay movies out there
1,1001 Spoilers
1,The Saboteurs-Griffin
1,I felt sabotaged
1,The Saboteurs
1,WOW!
1,Not Pleased
1,poor excuse for Griffin book
1,Sad disappointment
1,Griffin disappoints--Sack Son
2,GREAT BOOK....
2,Beautiful Book
2,one of the best
2,A Realistic Utopia
2,An appropriately thought-provoking read for any age
2,A look at what could happen to our world.
2,The Giver
1,"Rewiew of ""The Giver"""
2,a truely wonderful book...
1,Just ok
2,The greatest novel
2,The Giver
2,Review for The Giver ( i guess uh.... one thumb up?)
2,"You either like it or you don't, theres no inbetween"
1,Giver
2,Interesting point of view...
1,The second chapter
1,DON'T READ THE GIVER
2,THE GIVER
1,Not enough Detail
1,THIS IS SICK!
2,The Giver is about a different kind of community.
2,The Best
2,I Enjoyed This
2,"To recomend or not to recomend ""The Giver"" that is the ?"
2,An Outstanding Book
2,The Giver
2,Very good book
2,thought-provoking
2,Surface and Symbol
2,This is a Great book.
2,Excellent Read
2,A book for the mind.
2,Very quick and great read.
1,The Giver
1,The Giver
1,How sad
2,good review
2,Incredible!
2,A Tale of Secret Memories
2,The Giver - a book to remember
1,"Read ""1984"" instead"
2,Cliffhanger
2,KB Pope John XXIII
2,The Giver
2,Engrossing!
2,The Giver-Ending?What Ending?
2,Engrossing
1,ok
2,A wonderful book deserving of its award!
2,Award winning book
2,The Giver
2,Great book for young adults teens 13-19
1,The Giver : A Weak Attempt at Allegory (with a Bad Ending)
2,Great book
1,Doesn't make any sense!!!
1,Not this Seaford Deader's favorite book
2,The Giver is a great book!
2,The Giver
2,The Giver
2,Hey!
2,My Son Loved this Book!
2,The Giver
1,Another Rom stereotype
1,I WANT MY MONEY BACK
2,Blast from the past
2,An 80's Classic!!!
2,Dudes! You Guys Are Going Back in Time With This Movie.
2,Excellent!
2,Will last for months
2,good quality product typical of OXO
2,"Good features, works well"
1,"Not worth it, get metal..."
2,Great measuring spoon set
1,"Labels rub off very quickly, and made of plastic."
2,Lil LOVES Lotty!
1,Much ado about nothing
1,WORST soundtrack ever
2,a good turner
2,Spatula that you'll adore.
2,Turner
2,"Sad, uplifting, and everything in between."
2,Chekov ... photon torpedoes fire!
2,"Love, by far, is wonderful"
2,An inspiring album from an inspiring man. . .
1,Very Traditional Roman Catholic renditions of religious arias.
2,He is getting better with each recording.
2,Pretty good
2,A good first book about scalable applications
2,A good book to have.
1,EDITION IS PROBLEMATIC
2,A most enjoyable reading experience
2,good
2,I like all of the Clarks shoes I have ever worn.
2,la marca lo dice todo
2,A superb reincarnation of the Alegre All Stars.
1,"Two units, two failures"
2,UNADULTERATED SOUL AT IT'S BEST!
2,Morning Magic
1,Useless Fork
2,Always good
2,Grim Reality plus Historical Accuracy
1,"great show, poor HDTV playback"
2,good spaghetti server
1,Oh well...
1,"No coupons included (as author suggested) and weak info, some plagarisms on camoflage"
